0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	5.912528E+01	
1.000000E-01	7.998825E-01	1.175370E-04	1.000000E+00	2.000000E+01	
2.000000E-01	1.591767E+00	8.232723E-03	1.175370E-04	1.252184E-01	
3.000000E-01	2.375734E+00	2.426559E-02	2.000000E-01	1.661505E+01	
4.000000E-01	3.151863E+00	4.813699E-02	1.019972E+01	3.673073E+01	
5.000000E-01	3.920231E+00	7.976852E-02	2.375734E+00	5.949525E+01	
6.000000E-01	4.680917E+00	1.190826E-01	1.000000E+00	2.000000E+01	
7.000000E-01	5.433998E+00	1.660024E-01	4.813699E-02	1.243078E-01	
8.000000E-01	6.179548E+00	2.204520E-01	5.000000E-01	1.671505E+01	
9.000000E-01	6.917644E+00	2.823559E-01	1.049728E+01	3.646362E+01	
1.000000E+00	7.648360E+00	3.516397E-01	4.680917E+00	5.986253E+01	
1.100000E+00	8.371770E+00	4.282296E-01	1.000000E+00	2.000000E+01	
1.200000E+00	9.087947E+00	5.120526E-01	1.660024E-01	1.234038E-01	
1.300000E+00	9.796964E+00	6.030362E-01	8.000000E-01	1.681505E+01	
1.400000E+00	1.049889E+01	7.011090E-01	1.079248E+01	3.619845E+01	
1.500000E+00	1.119380E+01	8.062000E-01	6.917644E+00	6.022713E+01	
1.600000E+00	1.188176E+01	9.182391E-01	1.000000E+00	2.000000E+01	
1.700000E+00	1.256284E+01	1.037157E+00	3.516397E-01	1.225064E-01	
1.800000E+00	1.323712E+01	1.162884E+00	1.100000E+00	1.691505E+01	
1.900000E+00	1.390465E+01	1.295354E+00	1.108540E+01	3.593521E+01	
2.000000E+00	1.456550E+01	1.434497E+00	9.087947E+00	6.058909E+01	
2.100000E+00	1.521975E+01	1.580248E+00	1.000000E+00	2.000000E+01	
2.200000E+00	1.586746E+01	1.732541E+00	6.030362E-01	1.216155E-01	
2.300000E+00	1.650869E+01	1.891310E+00	1.400000E+00	1.701505E+01	
2.400000E+00	1.714351E+01	2.056490E+00	1.137610E+01	3.567388E+01	
2.500000E+00	1.777198E+01	2.228017E+00	1.119380E+01	6.094841E+01	
2.600000E+00	1.839417E+01	2.405829E+00	1.000000E+00	2.000000E+01	
2.700000E+00	1.901014E+01	2.589861E+00	9.182391E-01	1.207311E-01	
2.800000E+00	1.961995E+01	2.780052E+00	1.700000E+00	1.711505E+01	
2.900000E+00	2.022366E+01	2.976340E+00	1.166464E+01	3.541445E+01	
3.000000E+00	2.082134E+01	3.178665E+00	1.323712E+01	6.130513E+01	
3.100000E+00	2.141304E+01	3.386965E+00	1.000000E+00	2.000000E+01	
3.200000E+00	2.199882E+01	3.601181E+00	1.295354E+00	1.198531E-01	
3.300000E+00	2.257875E+01	3.821255E+00	2.000000E+00	1.721505E+01	
3.400000E+00	2.315287E+01	4.047126E+00	1.195110E+01	3.515691E+01	
3.500000E+00	2.372126E+01	4.278739E+00	1.521975E+01	6.165924E+01	
3.600000E+00	2.428397E+01	4.516034E+00	1.000000E+00	2.000000E+01	
3.700000E+00	2.484104E+01	4.758956E+00	1.732541E+00	1.189815E-01	
3.800000E+00	2.539255E+01	5.007447E+00	2.300000E+00	1.731505E+01	
3.900000E+00	2.593855E+01	5.261453E+00	1.223552E+01	3.490125E+01	
